Scramble Length,Solution Moves,Solution Time (s)
28,21,0.000842378
29,21,0.001104898
30,21,0.001616319
1,1,0.000003037
2,2,0.000005703
3,3,0.00000999
4,4,0.000015746
5,5,0.000019011
6,6,0.0005196
7,5,0.000144061
8,5,0.002271443
9,7,0.025110406
10,8,0.001315689
11,20,0.00046477
12,19,0.000242877
13,16,0.000090601
14,20,0.001268094
15,21,0.00085709
16,20,0.002460748
17,21,0.000914416
18,20,0.000111355
19,20,0.003282954
20,20,0.004343997
21,21,0.000797166
22,20,0.004171899
23,21,0.000684812
24,19,0.001049976
25,20,0.000056538
26,21,0.000328772
27,19,0.001161695
28,21,0.000839626
29,20,0.000604463
30,21,0.006882633
1,1,0.000002323
2,2,0.000003628
3,3,0.000045948
4,4,0.000034644
5,5,0.000169356
6,6,0.002334893
7,6,0.000887911
8,8,0.001419231
9,16,0.001183366
10,13,0.002959889
11,20,0.00189288
12,17,0.00010294
13,19,0.001734348
14,20,0.000840966
15,21,0.000378134
16,20,0.000255267
17,20,0.000220606
18,20,0.004274451
19,18,0.000422243
20,21,0.002598035
21,19,0.000620013
22,21,0.001544057
23,21,0.004876872
24,21,0.011392472
25,20,0.000590026
26,20,0.000771625
27,20,0.000340683
28,20,0.001050262
29,21,0.000539521
30,21,0.001477659
1,1,0.000002764
2,2,0.000001747
3,3,0.000008531
4,4,0.000030644
5,5,0.000145987
6,6,0.006705399
7,14,0.010764019
8,8,0.007480156
9,15,0.000571272
10,20,0.001173477
11,11,0.000083833
12,17,0.012926197
13,20,0.00033617
14,21,0.002541215
15,21,0.002135404
16,20,0.001664683
17,21,0.000997121
18,20,0.000296424
19,19,0.000598528
20,21,0.001197877
21,21,0.000752711
22,19,0.000950112
23,21,0.001158184
24,20,0.002071589
25,21,0.000431404
26,20,0.001675958
27,21,0.000733186
28,20,0.00189942
29,20,0.001187209
30,20,0.000534703
1,1,0.000002139
2,2,0.000000992
3,3,0.000006772
4,4,0.000057916
5,5,0.000013478
6,6,0.000275781
7,14,0.00050564
8,8,0.003153213
9,15,0.000198363
10,10,0.001117476
11,17,0.000517833
12,20,0.000581056
13,21,0.000914782
14,18,0.000370435
15,20,0.001461257
16,21,0.001390435
17,21,0.001430903
18,21,0.004849715
19,21,0.000588265
20,20,0.000559598
21,21,0.005322834
22,21,0.001007664
23,21,0.003287922
24,20,0.000236079
25,21,0.000621096
26,21,0.001133402
27,20,0.013148188
28,21,0.001035283
29,21,0.000513416
30,22,0.006334049
1,1,0.000002188
2,2,0.000005454
3,3,0.000014864
4,4,0.000033202
5,6,0.000007943
6,6,0.008069978
7,7,0.002392204
8,15,0.000300054
9,15,0.000136476
10,19,0.000212148
11,19,0.000958849
12,7,0.000928348
13,18,0.002297513
14,20,0.000097247
15,19,0.000334664
16,21,0.000883053
17,20,0.002722334
18,19,0.000396991
19,20,0.000427341
20,19,0.0102336
21,21,0.001846846
22,20,0.00369846
23,21,0.000797882
24,21,0.000541606
25,21,0.000810693
26,21,0.002407759
27,20,0.000095324
28,19,0.000089456
29,21,0.000674478
30,20,0.000310953
1,1,0.000002168
2,2,0.000005365
3,3,0.000004624
4,4,0.000039481
5,5,0.000055563
6,6,0.001275649
7,13,0.005986015
8,15,0.001875106
9,9,0.002283207
10,20,0.000186259
11,17,0.000599115
12,17,0.001732585
13,16,0.000450509
14,17,0.000212954
15,20,0.000428675
16,19,0.004573292
17,18,0.000489129
18,19,0.000722015
19,20,0.000391766
20,20,0.006879188
21,21,0.002292886
22,21,0.005652054
23,21,0.001183879
24,20,0.000235537
25,21,0.000774753
26,20,0.000815947
27,20,0.000374671
28,20,0.001397062
29,21,0.000412857
30,20,0.000394559
1,1,0.000001946
2,2,0.000006223
3,3,0.00002677
4,4,0.000022524
5,5,0.000589051
6,6,0.000047445
7,7,0.001105954
8,8,0.004743815
9,15,0.000586931
10,12,0.047781773
11,11,0.000075631
12,19,0.001772026
13,17,0.000997768
14,21,0.001950961
15,19,0.001007166
16,19,0.00064362
17,21,0.001615493
18,20,0.000106904
19,20,0.000053745
20,21,0.001607769
21,21,0.000999101
22,20,0.000033727
23,21,0.002136449
24,21,0.000900219
25,20,0.000833509
26,21,0.001036207
27,20,0.000204333
28,21,0.001463161
29,20,0.00167311
30,21,0.001382954
1,1,0.000001667
2,2,0.000003148
3,3,0.000011394
4,4,0.000018959
5,5,0.00000898
